input_row_key,input_company_name,input_country,input_city,n_candidates,chosen_veridion_id,chosen_company_name,chosen_country,chosen_city,chosen_website,match_score,runner_up_score,score_gap,distinctive_token_overlap,confidence_tier,review_action,review_note
371,OCH A/S,DK,Copenhagen,5,730ffb2d-0b27-11ec-b2ab-d99f5193142c,OCH,DK,,och.dk,108.0,96.7,11.3,True,incredere_ridicata_automat,,
372,OK A.M.B.A.,DK,Aarhus Municipality,5,d9669f7b-93e4-11eb-91fb-73d498260b10,OK a.m.b.a,DK,Copenhagen,ok.dk,106.2,94.7,11.5,True,incredere_ridicata_automat,,
373,Omd (M) Sdn. Bhd.,MY,Petaling Jaya,5,a54919b7-93e4-11eb-b4a6-27899be4e45d,OMD World Imaging,MY,Kuala Lumpur,omdworldimaging.com,75.5,64.0,11.5,True,incredere_medie_de_verificat,,
374,OMD AS,NO,Oslo,5,00a0e3b5-93e5-11eb-9937-4fab995bf8ff,OMD,PT,Porto,omd.pt,94.7,84.1,10.6,True,incredere_ridicata_automat,,
375,Media Direction A/S,DK,Copenhagen,5,ac63db81-72e7-11ec-8200-bfd1296681fb,New Media Direction,DK,Copenhagen,newmediadirection.dk,99.3,70.1,29.2,True,incredere_ridicata_automat,,
376,OMEGA EXIM LIMITED,BD,Dhaka Metropolitan,5,1e65962d-93e5-11eb-b5f6-816dd10ac7b0,Omega Exim Limited,BD,Dhaka,omegaeximltd.com,107.6,85.4,22.2,True,incredere_ridicata_automat,,
377,OMNICOM MEDIA GROUP AS,NO,Oslo,5,56287c74-2509-11ec-bde8-71cf682bd51e,Omnicom Media Group AS,NO,Oslo,,111.0,94.0,17.0,True,incredere_ridicata_automat,,
378,OMNICOM MEDIA GROUP ASIA PACIFIC PTE. LTD.,SG,Queenstown,5,c1a538ea-8a9a-11ec-a4f2-5511448670fd,Omnicom Media Group Asia Pacific,SG,,,108.0,77.5,30.5,True,incredere_ridicata_automat,,
379,ON THE SPOT A/S,DK,Copenhagen,5,e989c982-93e4-11eb-a746-fdabd18be9c6,ON THE SPOT,DK,Hvidovre Municipality,onthespot.net,106.5,103.3,3.2,True,incredere_ridicata_automat,,
380,ONETRUST TECHNOLOGY LIMITED,GB,London,5,16e25e63-93e5-11eb-b5f6-816dd10ac7b0,ONETRUST,GB,London,cookiepedia.co.uk,111.0,93.8,17.2,True,incredere_ridicata_automat,,
381,Oracle Corporation (Thailand) Co Ltd,TH,Bang Rak District,5,28c323bf-1b00-11ec-8cde-5bc5ac073f72,Oracle Thailand,TH,Bang Rak Subdistrict,,109.2,94.8,14.4,True,incredere_ridicata_automat,,
382,Oracle Corporation Malaysia Sdn. Bhd.,MY,,5,0ab6ad30-93e5-11eb-be5a-4f810ab55f2e,SME Corp. Malaysia,MY,Kuala Lumpur,smecorp.gov.my,87.2,86.6,0.6,True,incredere_ridicata_automat,,
383,ORACLE DANMARK APS,DK,,5,870eb57e-1b04-11ec-98ad-4b5172a2ed18,Oracle Danmark,DK,Gentofte Municipality,,101.8,81.6,20.2,True,incredere_ridicata_automat,,
384,ORACLE NORGE AS,NO,Bærum,5,147df165-1b04-11ec-9b02-8dfd4ec6ef01,Oracle Norge AS,NO,Bærum,,111.0,80.4,30.6,True,incredere_ridicata_automat,,
385,ORACLE SVENSKA AB,SE,,5,9618c304-6ce1-11ed-809b-653634c631b4,Oracle Pet,SE,Västerås Kommun,oraclepet.com,88.0,88.0,0.0,True,incredere_ridicata_automat,,
386,Orbis Oy,FI,Vantaa,5,80ea7e12-93e4-11eb-be3a-7f925cb94351,Worbis,FI,Vantaa,orbis.fi,111.0,82.8,28.2,True,incredere_ridicata_automat,,
387,OROGENIC ApS,DK,Vejle,5,da01a6ec-93e4-11eb-b4a6-27899be4e45d,Orogenic,DK,Vejle,orogenic.dk,111.0,93.8,17.2,True,incredere_ridicata_automat,,
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",GB,London,5,4a205830-08c4-11ee-828d-716baf9d36b4,TABLE ROCK CAPITAL,,,tablerockcapital.wordpress.com,97.4,93.9,3.5,True,incredere_ridicata_automat,,
389,P1 SECURITY,FR,Paris,5,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0,P1 Security,FR,Paris,p1sec.com,111.0,99.3,11.7,True,incredere_ridicata_automat,,
390,"Paco Casa Co.,Ltd.",TH,Bang Kapi District,5,6dd0de70-a7a9-11ed-b250-d1c44dcd1aef,PACO CASA a,TH,Bangkok,pacocasa.co.th,107.4,75.8,31.6,True,incredere_ridicata_automat,,
391,PAKISTAN INSTITUTE OF NUCLEAR SCIENCE & TECHNOLOGY (PINSTECH),PK,Islamabad,5,09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f,Pakistan Institute of Nuclear Science & Technology,PK,Islamabad,,106.7,70.3,36.4,True,incredere_ridicata_automat,,
392,PARENT AND FAMILY CONSULTING LIMITED,GB,London,5,10dd8776-724b-11ec-9e45-ddda6fbc521a,Parent Zone Local,GB,London,parentzone.org.uk,111.0,111.0,0.0,True,incredere_ridicata_automat,,
393,PELATRO LIMITED,GB,London,4,8bcce5c1-8aa9-11ec-aad9-15d72f2b9d1a,Pelatro,IN,Bengaluru,,92.8,92.8,0.0,True,incredere_ridicata_automat,,
394,Varsta Software,FI,Tampere,5,c309a60b-27bf-11ef-815c-4d862d07c012,Varsta Petri,FI,Helsinki,,73.9,63.6,10.3,True,incredere_medie_de_verificat,,
395,PING IT A/S,DK,Aalborg Municipality,5,424a94f5-93e5-11eb-8474-3bbe2d07207d,Ping IT,DK,Svenstrup,pingit.dk,106.2,88.9,17.3,True,incredere_ridicata_automat,,
396,Playable ApS,DK,Aarhus,5,fbe50634-036a-11ec-a72b-432edcbee847,Playable,DK,Aarhus,playable.com,111.0,111.0,0.0,True,incredere_ridicata_automat,,
397,PLESNER Advokatpartnerselskab,DK,Copenhagen,5,7c54f062-93e4-11eb-b5f6-816dd10ac7b0,Plesner,DK,Copenhagen,plesner.com,111.0,108.6,2.4,True,incredere_ridicata_automat,,
398,PLP INVEST/EJENDOMME A/S,DK,Odense Kommune,5,602ace8c-0c5e-11ec-b66a-97ea7481e556,PLP Invest Ejendomme,DK,Odense,plp-ejendomme.dk,108.6,90.0,18.6,True,incredere_ridicata_automat,,
399,"PLURALSIGHT, LLC",US,Draper,5,16f3bda9-055e-11ec-912d-93da5cd6dce1,Pluralsight,US,Draper,tordkalvenes.com,111.0,111.0,0.0,True,incredere_ridicata_automat,,
400,PM ENERGI A/S,DK,Brønderslev,5,b529e3a6-93e4-11eb-8859-29e7c34dee35,Pm energi,DK,Brønderslev,pmenergi.dk,111.0,83.6,27.4,True,incredere_ridicata_automat,,
401,Postnord Danmark (B2452),DK,Copenhagen,5,fac6c825-93e4-11eb-86dd-ffbd1b53140e,PostNord,DK,Copenhagen,postnord.dk,103.1,87.7,15.4,True,incredere_ridicata_automat,,
402,POSTEN BRING AS,NO,Oslo,5,42c3ecf7-1d65-11ee-9df5-e543427f87fa,Posten Bring,NO,Oslo,postenbring.no,111.0,88.4,22.6,True,incredere_ridicata_automat,,
403,DATA SCANNING A/S,DK,Copenhagen,5,93cb1a81-93e4-11eb-a746-fdabd18be9c6,Scanning,DK,Albertslund Municipality,scanning.dk,97.4,63.3,34.1,True,incredere_ridicata_automat,,
404,PostNord Stralfors AB,SE,Ljungby,5,d330a82b-93e4-11eb-86dd-ffbd1b53140e,PostNord Stralfors,SE,Solna,stralfors.com,107.0,86.6,20.4,True,incredere_ridicata_automat,,
405,PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,Copenhagen,5,c2d2c772-e602-11ed-aaf1-a9bb6aa25f65,Pricewaterhousecoopers Statsautoriseret Revisionspartnerselskab,DK,Odense,,108.0,82.9,25.1,True,incredere_ridicata_automat,,
406,PRICEWATERHOUSECOOPERS AS,NO,Oslo,5,d4239772-8546-11ec-8f98-f9b40efdfe08,PricewaterhouseCoopers Norway,NO,Oslo,pwcmisconduct.com,104.1,101.8,2.3,True,incredere_ridicata_automat,,
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,PK,,5,d6682c74-93e4-11eb-919a-b3f9a5ad205c,ProPakistani,PK,,propakistani.pk,93.3,93.3,0.0,True,incredere_ridicata_automat,,
408,DRAKA NORSK KABEL AS,NO,Drammen,5,,,,,,52.2,44.4,7.8,False,nerezolvat_nu_e_in_esantion,nerezolvat,Niciunul dintre cei 5 candidati nu are legatura cu Draka/Prysmian (cabluri)
409,Publicis Groupe Holdings B.V.,NL,,5,00f0d873-93e5-11eb-8474-3bbe2d07207d,Publicis Groupe,NL,Amsterdam,publicisgroupe.nl,102.1,84.8,17.3,True,incredere_ridicata_automat,,
410,QCC GLOBAL LIMITED,GB,Wells,5,3524ade5-df99-11ed-a048-ff95df774516,QCC CONSTRUCTION,GB,Wilmslow,qcc.uk.com,107.8,106.1,1.7,True,incredere_ridicata_automat,,
411,QCC INTERSCAN LTD,GB,Wells,5,5a4d70a9-183a-11f0-8286-8d0ea701f907,Interscan Transportation,GB,Uxbridge,interscanltd.co.uk,96.8,75.8,21.0,True,incredere_ridicata_automat,,
412,QLIKTECH DENMARK ApS,DK,Copenhagen,5,463be1c1-2500-11ec-abad-a332bf576a25,Qliktech,DK,Copenhagen,qlikview.com,89.6,78.9,10.7,True,incredere_ridicata_automat,,
413,QlikTech International Markets AB,SE,,5,6e78222b-9df5-11ef-a80f-179817213e61,QLIKTECH INTERNATIONAL MARKETS AB.,SE,Lund,,108.0,95.0,13.0,True,incredere_ridicata_automat,,
414,QlikTech Nordic AB,SE,,5,55862ac9-9d66-11ef-aecb-ed811e9ee609,QLIKTECH INTERNATIONAL AB.,SE,Lund,,92.8,79.8,13.0,True,incredere_ridicata_automat,,
415,"QUALTRICS, LLC",US,,5,2f88cb22-93e5-11eb-aa66-9b8d95e2171b,Qualtrics,US,Provo,qualtrics.com,108.0,108.0,0.0,True,incredere_ridicata_automat,,
416,QUESTBACK AS,NO,Oslo,5,e6d9287a-93e4-11eb-be3a-7f925cb94351,Questback,NO,Oslo,questback.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,DE,Hanover,5,7e7ca675-0db6-11ec-aaad-e5a5ee267b5b,Radio Frequency Systems,DE,Hanover,rfsworld.net,88.4,88.4,0.0,True,incredere_ridicata_automat,,
418,RAJAH & TANN,SG,Singapore,5,d107ada1-93e4-11eb-8859-29e7c34dee35,Rajah & Tann,SG,Singapore,rajahtannasia.com,111.0,99.5,11.5,True,incredere_ridicata_automat,,
419,RAPID7 INTERNATIONAL LIMITED,GB,London,5,1a62837c-2d2f-11ed-bca0-45d3b4f58bc5,Rapid 7 EMEA Internal Moose,GB,Camberley,emea-internalmoose-swag.com,105.8,95.0,10.8,True,incredere_ridicata_automat,,
420,Red Hat Asia Pacific Pte Ltd,SG,Singapore,5,9973fa6b-8aae-11ec-be09-3b46a3ec669e,Red Hat Asia Pacific,SG,Singapore,,111.0,78.6,32.4,True,incredere_ridicata_automat,,
421,RED HAT LIMITED,IE,Cork,5,6c583a00-93e4-11eb-b4a6-27899be4e45d,Red Hat,US,Raleigh,redhat.com,93.1,74.0,19.1,True,incredere_ridicata_automat,,
422,Red Hat Malaysia Sdn. Bhd.,MY,,5,906d97a2-93e4-11eb-91fb-73d498260b10,Red Ape Headphone Store,MY,Puchong,redape.my,95.5,95.1,0.4,True,incredere_ridicata_automat,,
423,RELOCATION AS,NO,Stavanger,5,13d6cc27-93e5-11eb-8474-3bbe2d07207d,Relocation,NO,Stavanger,relocation.no,111.0,96.6,14.4,True,incredere_ridicata_automat,,
424,RETAIL FOCUS A/S,DK,Kongens Lyngby,5,6e204fd4-93e4-11eb-be5a-4f810ab55f2e,DdD Retail,DK,Køge,dddretail.com,82.0,79.1,2.9,True,incredere_ridicata_automat,,
425,REVEALCX LLC,US,New Castle,2,168fa5a3-20d1-11ee-955b-359ace42ebb8,RevealCX Inc.,US,New York,aiincx.com,107.0,107.0,0.0,True,incredere_ridicata_automat,,
426,Rezponz A/S,DK,Aalborg,5,c8b67a70-c825-11ec-89f7-7594ea00aeb1,Rezponz,DK,Aalborg,rezponz.dk,111.0,89.2,21.8,True,incredere_ridicata_automat,,
427,Rhenus Warehousing Solutions Denmark A/S,DK,Horsens,5,11a58013-c50b-11ef-9531-7716dbb12d27,Rhenus Warehousing Solutions,DK,Horsens,,102.2,76.2,26.0,True,incredere_ridicata_automat,,
428,RITTAL A/S,DK,Vallensbæk Municipality,5,83718e53-1b00-11ec-a945-71766a416f0a,Rittal A/S.,DK,Vallensbæk Municipality,rittal.dk,111.0,93.4,17.6,True,incredere_ridicata_automat,,
429,RTTD LTD,GB,London,3,b9b2d1d2-9a09-11ec-9faf-49592d66acb7,RTTD,DE,Osnabrück,rttd.de,93.6,92.5,1.1,True,incredere_ridicata_automat,,
430,BRINTH & HILLERUP A/S,DK,Aarhus,5,8bb3945c-12e7-11ec-92c5-236cf59fc383,Hillerup Grafisk Design,DK,,hillerup-design.com,68.1,65.0,3.1,True,incredere_medie_de_verificat,,
431,SAGEMCOM BROADBAND SAS,FR,Rueil-Malmaison,5,e3e3b642-93e4-11eb-9937-4fab995bf8ff,Sagemcom,FR,Bois-Colombes,sagemcom.com,107.1,100.0,7.1,True,incredere_ridicata_automat,,
432,"SAILPOINT TECHNOLOGIES, INC.",US,,5,391eb2e4-181d-11f0-8284-6dfd2009e8a0,SAILPOINT TECHNOLOGIES,US,Houston,sailpointt.xyz,108.0,108.0,0.0,True,incredere_ridicata_automat,,
433,SALESFORCE UK LIMITED,GB,London,5,55b18d55-d241-11ed-b0bb-cddbdd10a092,Saasiforce,,,saasiforce.com,100.0,93.9,6.1,True,incredere_ridicata_automat,,
434,SALESFORCE.COM SINGAPORE PTE. LTD.,SG,Singapore,5,c2d270d1-93e4-11eb-8ad6-7326edce8d21,Salesforce,US,San Francisco,salesforce.com,72.5,42.3,30.2,True,incredere_medie_de_verificat,,
435,Salling Group Forsikring A/S,DK,Aarhus Municipality,5,893b17fe-93e4-11eb-8859-29e7c34dee35,Salling Group,DK,Brabrand,sallinggroup.com,86.5,83.4,3.1,True,incredere_ridicata_automat,,
436,Saluran Cekap (M) Sdn. Bhd.,MY,Ampang Jaya Municipal Council,5,b1e580a1-583d-11ec-91ee-edc6c109839b,Saluran Cekap M Sdn Bhd.,MY,Ampang Jaya,,108.3,75.1,33.2,True,incredere_ridicata_automat,,
437,SAMSUNG ELECTRONICS NORDIC AKTIEBOLAG,SE,Stockholms Kommun,5,2d6323ad-1afe-11ec-be37-19557aad561c,Samsung Electronics Nordic AB.,SE,Stockholms Kommun,,102.3,86.3,16.0,True,incredere_ridicata_automat,,
438,SANVARU TECHNOLOGY LIMITED,IN,Sonipat,5,425606ac-93e5-11eb-919a-b3f9a5ad205c,Sanvaru Technology,IN,Sonipat,sanvaru.com,111.0,91.7,19.3,True,incredere_ridicata_automat,,
439,SAP DANMARK A/S,DK,Copenhagen,5,,,,,,86.7,74.2,12.5,False,nerezolvat_nu_e_in_esantion,nerezolvat,"'Mercedes-Benz' s-a potrivit doar pe sufixul generic 'Danmark A/S'; nu e SAP. 'SAP HANA'/'SAP Basis' sunt firme mici de consultanta fara legatura, nu filiala reala a SAP"
440,SAS INSTITUTE AS,NO,Oslo,5,06bef23d-ae8e-11ef-9eca-7fabbf10324c,SAS Institute,IN,Hyderabad,sasinstitute.in,92.0,58.5,33.5,True,incredere_ridicata_automat,,
441,SAVILLE CONSULTING DANMARK A/S,DK,Rudersdal Municipality,5,1930e241-93e5-11eb-b5f6-816dd10ac7b0,Saville Consulting Danmark,DK,Rudersdal Municipality,savilleconsulting.dk,111.0,91.9,19.1,True,incredere_ridicata_automat,,
442,SCHNEIDER ELECTRIC DANMARK A/S,DK,Ballerup,5,0252d979-93e5-11eb-8859-29e7c34dee35,Schneider Electric Denmark A/S.,DK,,studiecd.dk,104.7,98.9,5.8,True,incredere_ridicata_automat,,
443,Scrive AB,SE,,5,ac84e842-93e4-11eb-919a-b3f9a5ad205c,Scrive,SE,Stockholm,scrive.com,108.0,100.0,8.0,True,incredere_ridicata_automat,,
444,ServiceNow Nederland B.V.,NL,Amsterdam,5,77842e7a-93e4-11eb-8474-3bbe2d07207d,ServiceNow BV.,NL,Amsterdam,servicenow.nl,90.4,87.6,2.8,True,incredere_ridicata_automat,,
445,SFDC IRELAND LIMITED,IE,Dublin,5,d488be11-93e4-11eb-8e19-198fb02d6f96,SFDC,IN,Bidhannagar,wbsfdcltd.com,69.1,68.5,0.6,True,incredere_medie_de_verificat,,
446,"SHANDONG SACRED SUN POWER SOURCES CO., LTD",CN,Qufu,5,19b665f0-93e5-11eb-a736-0f5b20ecb2f1,Sacred Sun,CN,Lucheng,sacredsun.com,106.1,95.0,11.1,True,incredere_ridicata_automat,,
447,"SHENZHEN CENTER POWER TECH. CO., LTD.",CN,Shenzhen,5,427adc04-e7a9-11ec-b6b7-8f4fbf416354,Vision_Smart_Batteries_Backup_Power,CN,Shenzhen,g0t8tt0j.com,111.0,86.7,24.3,True,incredere_ridicata_automat,,
448,"Shenzhen Huaptec Co., Ltd",CN,Shenzhen,5,3a8a2460-a7e3-11ed-939d-fd159607542f,Huaptec Telecom,,,huaptec.wordpress.com,100.0,70.2,29.8,True,incredere_ridicata_automat,,
449,"Shenzhen Sdmc Technology Co., Ltd",CN,Shenzhen,5,83d0637d-e5e0-11ec-bc14-1101693c4049,XMediaCloud,CN,Shenzhen,xmediacloud.com,111.0,99.5,11.5,True,incredere_ridicata_automat,,
450,"SHENZHEN SKYWORTH DIGITAL TECHNOLOGY CO., LTD.",CN,Shenzhen,5,9b5c0de3-93e4-11eb-8ad6-7326edce8d21,SKYWORTH,CN,Shenzhen,skyworth.com,108.1,97.9,10.2,True,incredere_ridicata_automat,,
451,SHIELDS ENVIRONMENTAL GROUP LTD,GB,South Ockendon,5,83e0d90d-c56a-11ef-8cf8-a1ad0c02cd12,SHIELDS ENVIRONMENTAL,FR,Meung-sur-Loire,,93.7,93.1,0.6,True,incredere_ridicata_automat,,
452,"Shuangdeng Group Co., Ltd.",CN,Taizhou,5,2f5615e0-0d48-11ec-baff-b3f7938105ab,Shuangdeng Group,CN,Taizhou,shuangdeng.com.cn,111.0,99.5,11.5,True,incredere_ridicata_automat,,
453,Siae Microelettronica Sdn. Bhd.,MY,Petaling Jaya,5,218e3307-1b00-11ec-a8e8-f10d0988514b,Siae Microelettronica Co.ltd,MM,Yangon,,94.5,92.9,1.6,True,incredere_ridicata_automat,,
454,Siae-microelettronica - S.p.a.,IT,Cinisello Balsamo,5,1d3ad1c3-93e5-11eb-a746-fdabd18be9c6,SIAE MICROELETTRONICA,IT,Cologno Monzese,siaemic.com,107.2,97.0,10.2,True,incredere_ridicata_automat,,
455,Sievo Oy,FI,Helsinki,5,a823b0f3-93e4-11eb-aa66-9b8d95e2171b,Sievo Bucharest Office,FI,Helsinki,sievo.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
456,SIGNICAT AS,NO,Trondheim,5,7f321fd7-93e4-11eb-8859-29e7c34dee35,Kantega,NO,Oslo,kantega.no,105.9,100.0,5.9,True,incredere_ridicata_automat,,
457,SILLEHOVED ApS,DK,Odsherred Municipality,5,ab1c21c0-f8b5-11ed-a8b3-7b4d48a6e9d9,Sillehoved,DK,Odsherred Municipality,,102.7,94.0,8.7,True,incredere_ridicata_automat,,
458,SINGTEL GLOBAL INVESTMENT PTE. LTD.,SG,Singapore,5,b529dc5c-2d26-11ed-b93e-25c19fb5a2fc,SOUTH EAST ASIA UK,TH,,leodefilippis.com,95.0,85.3,9.7,True,incredere_ridicata_automat,,
459,SiPM,BE,Hasselt,5,6d40094a-02db-11ed-9de1-d5c60e845cda,Empresa de Servicios Sipm,ES,Orihuela,sipm.es,94.4,93.8,0.6,True,incredere_ridicata_automat,,
460,Skillpower Services (Thailand) Co Ltd,TH,Yan Nawa District,5,4d74d00b-bd14-11ed-bb0a-ad68c32a1269,ALE -Heavylift and Transport Thailand Co Ltd.,,,325972.com,100.0,73.3,26.7,True,incredere_ridicata_automat,,
461,SKYCALL AS,NO,Bærum,5,8a5c3f6b-93e4-11eb-be3a-7f925cb94351,Skycall AS,NO,Bærum,skycallas.no,111.0,100.0,11.0,True,incredere_ridicata_automat,,
462,Smart Media4U Technology Pte. Ltd.,SG,Singapore,5,c0d2889e-ce72-11ed-a907-57a65e0d2603,Smart Modular,SG,Singapore,smartmodular.sg,94.3,91.2,3.1,True,incredere_ridicata_automat,,
463,SMART TECHNOLOGIES (BD) LIMITED,BD,Dhaka,5,16a46b07-93e5-11eb-aa66-9b8d95e2171b,Smart Technologies BD Ltd. Store Room,BD,Dhaka,smartbd.com,100.6,92.1,8.5,True,incredere_ridicata_automat,,
464,Smartly.io Holding Inc,FI,Helsinki,5,b75416a1-93e4-11eb-be3a-7f925cb94351,Smartly Chicago,US,Chicago,smartly.io,76.1,37.5,38.6,True,incredere_medie_de_verificat,,
465,SNOW SOFTWARE AB,SE,,5,d7fdc096-93e4-11eb-86dd-ffbd1b53140e,SNOW SOFTWARE,SE,Stockholm,snowsoftware.com,108.0,95.0,13.0,True,incredere_ridicata_automat,,
466,Snow Software ApS,DK,Gladsaxe Municipality,5,5516dd90-aaf0-11ef-baa5-b1d00e182d98,Snow Software ApS.,DK,,snow-software.cc,108.0,74.1,33.9,True,incredere_ridicata_automat,,
467,SNOW AS,NO,Bærum,5,b4e8976a-1184-11ec-8bef-4988316d3539,Snow Stock,NO,Kongsberg,snowstock.no,85.3,77.3,8.0,True,incredere_ridicata_automat,,
468,"SoftwareONE Co., Ltd.",TH,Pathum Wan,5,1c568f21-ef82-11ee-99aa-8b980cad1cb9,SoftwareOne,,,softwareone.digital,100.0,92.7,7.3,True,incredere_ridicata_automat,,
469,SOFTWAREONE NORWAY AS,NO,Oslo,5,a8d13f95-fadf-11ed-93f3-afa2c9910533,SoftwareONE Norway,NO,Bærum,,105.0,98.3,6.7,True,incredere_ridicata_automat,,
470,SOFTWAREONE PTE. LTD.,SG,Singapore,5,1c568f21-ef82-11ee-99aa-8b980cad1cb9,SoftwareOne,,,softwareone.digital,100.0,93.5,6.5,True,incredere_ridicata_automat,,
471,SONY MOBILE COMMUNICATIONS AB,SE,Lund,5,5a8f78dc-126d-11ec-a0c3-f9deeb04f779,Sony Mobile SK shop,SK,Ružinov,galaxyshop.sk,94.2,92.0,2.2,True,incredere_ridicata_automat,,
472,South Pole Sweden AB,SE,Stockholm,5,2c51a7ea-d88d-11ec-8458-930fb706770a,South Pole,SE,Stockholm,,98.0,92.7,5.3,True,incredere_ridicata_automat,,
473,Southern Cable Sdn. Bhd.,MY,Kuala Ketil,5,450b89b9-93e5-11eb-8ad6-7326edce8d21,Southern Cable,MM,Yangon,southerncable.com.my,92.7,84.3,8.4,True,incredere_ridicata_automat,,
474,Splunk Inc.,US,,5,dc3d014e-25aa-11ef-84bb-3b7d91468c81,Splunk,US,State College,support.splunk.psu.edu,108.0,108.0,0.0,True,incredere_ridicata_automat,,
475,SPORTS STAR INTERNATIONAL (PRIVATE) LTD.,PK,,5,d37465b0-a80f-11ed-b232-0f468bf4ec07,SportStar Club Industries,PK,Sialkot,sportsstar.online,108.0,108.0,0.0,True,incredere_ridicata_automat,,
476,SQUARETRADE EUROPE LIMITED,MT,Birkirkara,5,dccde9da-42b0-11ee-9025-634a98bcca30,Square Trade,BE,Brussels,sqtr.co,93.3,92.0,1.3,True,incredere_ridicata_automat,,
477,SQUARETRADE LIMITED,GB,London,5,2c43d957-93e5-11eb-8474-3bbe2d07207d,SquareTrade,GB,London,squaretrade.uk,111.0,111.0,0.0,True,incredere_ridicata_automat,,
478,Starcom FZ-LLC,AE,,5,a500b71f-f6e3-11ed-98d1-c9172c48015a,STARCOM MEDIA VEST GROUP FZ-LLC,AE,Muhaisnah 3,,88.0,86.2,1.8,True,incredere_ridicata_automat,,
479,STARSEED TECHNOLOGIES (S) PTE. LTD.,SG,Geylang,5,0f34c0d7-197b-11ef-bb50-ff355101f6ca,Starseed Technologies S Pte. Ltd.,SG,,,108.0,105.7,2.3,True,incredere_ridicata_automat,,
480,Stena Recycling Holding AB,SE,Gothenburg,5,003027dc-fbde-11ee-a529-c1f26084d18e,Stena Recycling AB.,SE,Jönköping,,106.3,100.5,5.8,True,incredere_ridicata_automat,,
481,STORM COMMUNICATIONS AS,NO,Oslo,5,778a3f93-f35c-11ee-a2cf-e34c0e809adb,Storm Communications,NO,Oslo,stormhuset.no,111.0,81.0,30.0,True,incredere_ridicata_automat,,
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,SG,,5,c98e8805-93e4-11eb-8e19-198fb02d6f96,Subex,IN,Bengaluru,subex.com,95.0,66.7,28.3,True,incredere_ridicata_automat,,
483,SUBEX (UK) LIMITED,GB,Harrow,5,c98e8805-93e4-11eb-8e19-198fb02d6f96,Subex,IN,Bengaluru,subex.com,93.6,83.5,10.1,True,incredere_ridicata_automat,,
484,Sutera Utama Sdn. Bhd.,MY,Johor Bahru,5,43f5c0a1-a7e2-11ed-9443-77059af26349,Sutera Utama Sdn. Bhd.,MY,Plentong,sutera.my,105.6,95.6,10.0,True,incredere_ridicata_automat,,
485,Swichtec Power Systems Sdn. Bhd.,MY,Shah Alam,5,324b1f73-93e5-11eb-8859-29e7c34dee35,Swichtec Power Systems,MY,Shah Alam,swichtec.com.my,111.0,71.7,39.3,True,incredere_ridicata_automat,,
486,Syarikat Takaful Malaysia Keluarga Berhad,MY,Kuala Lumpur,5,eb329782-93e4-11eb-a736-0f5b20ecb2f1,TAKAFUL MALAYSIA,MY,Kuala Lumpur,takaful-malaysia.com.my,111.0,98.9,12.1,True,incredere_ridicata_automat,,
487,"SYNIVERSE COMMUNICATIONS, LLC",US,Tampa,5,84e29359-93e4-11eb-a33a-a3dfba582839,Syniverse,US,Tampa,syniverse.com,88.3,77.3,11.0,True,incredere_ridicata_automat,,
488,Systems Limited,PK,Jindra Kalan,5,c5d06e91-93e4-11eb-a736-0f5b20ecb2f1,Techvista Systems,PK,Lahore,systemsltd.com,106.3,95.9,10.4,True,incredere_ridicata_automat,,
489,Systemteknik af 2021 A/S,DK,Nørresundby,5,f79cff60-93e4-11eb-90d2-e3355a7e800b,SystemTeknik,PL,Szczecin,systemteknik.dk,84.4,82.5,1.9,True,incredere_ridicata_automat,,
490,T/A POL AS,NO,Oslo,5,389f973e-01ee-11ec-8b61-35bce24791d3,POL,NO,Oslo,pol.no,91.0,63.8,27.2,True,incredere_ridicata_automat,,
491,TALEND SINGAPORE PTE. LTD.,SG,Singapore,5,6f31e6ee-93e4-11eb-b5f6-816dd10ac7b0,Talend India,FR,Suresnes,fae-bot.org,94.1,93.3,0.8,True,incredere_ridicata_automat,,
492,Talend Sweden AB,SE,Stockholm,5,4ccb39c7-c026-11ec-9880-5b9f9a6d0d58,Talend sa.,SE,Gothenburg,investerarpengarskpj.web.app,87.8,76.6,11.2,True,incredere_ridicata_automat,,
493,Talentech ApS,DK,Copenhagen,5,cb7c3ae0-6db4-11ec-af89-3da650243f9a,Endustriyel Urunler A.S.,US,Rose Valley,105wx.com,94.3,89.6,4.7,True,incredere_ridicata_automat,,
494,TAMPNET AS,NO,Stavanger,5,ef6e1e50-93e4-11eb-8ad6-7326edce8d21,Tampnet AS,NO,Stavanger,tampnet.com,111.0,93.5,17.5,True,incredere_ridicata_automat,,
495,Tata Communications International Pte. Ltd.,SG,Singapore,5,2b145a02-93e5-11eb-8859-29e7c34dee35,TATA COMMUNICATIONS DIGO,SG,,tatacommunications-ts.com,108.0,92.8,15.2,True,incredere_ridicata_automat,,
